subject,arm,timepoint,query,tax_id,parent_tax_id
25,M,2,SRR5580312.1552485,861448,12333
25,M,2,SRR5580153.1574173,557989,12333
25,M,2,SRR5580147.989517,12336,196896
25,M,2,SRR5580152.1560001,754042,196894
25,M,2,SRR5580312.2300883,38018,12333
25,M,2,SRR5580153.2381233,948870,196896
25,M,2,SRR5580153.2312863,1235659,1206898
25,M,2,SRR5580312.1613475,38018,12333
25,M,2,SRR5580152.74430,1211642,1623296
25,M,2,SRR5580152.252942,861448,12333
25,M,2,SRR5580311.1181080,1486658,196896
25,M,2,SRR5580147.9096,571950,12333
25,M,2,SRR5580312.1189902,1084719,686598
25,M,2,SRR5580147.2715489,571950,12333
25,M,2,SRR5580311.1014577,38018,12333
25,M,2,SRR5580311.2115349,10682,10678
25,M,2,SRR5580311.1704276,38018,12333
25,M,2,SRR5580147.149263,38018,12333
25,M,2,SRR5580312.2349789,242527,1720323
25,M,2,SRR5580153.1142979,38018,12333
25,M,2,SRR5580153.2742972,1029988,196894
25,M,2,SRR5580311.2272675,557989,12333
25,M,2,SRR5580312.2122490,230158,196896
25,M,2,SRR5580312.1899036,38018,12333
25,M,2,SRR5580153.272278,546805,196896
25,M,2,SRR5580311.551711,557989,12333
25,M,2,SRR5580153.2678682,1279082,196896
25,M,2,SRR5580312.654263,1340769,1980930
25,M,2,SRR5580152.1087849,38018,12333
25,M,2,SRR5580153.630550,445696,196896
25,M,2,SRR5580312.995066,38018,12333
25,M,2,SRR5580152.322716,1527519,196896
25,M,2,SRR5580152.256748,948870,196896
25,M,2,SRR5580311.2008161,1497851,1921019
25,M,2,SRR5580312.724304,59241,196894
25,M,2,SRR5580312.2365132,571950,12333
25,M,2,SRR5580311.139195,335924,196896
25,M,2,SRR5580147.2278500,38018,12333
25,M,2,SRR5580153.348882,43685,196894
25,M,2,SRR5580312.2560429,941969,196895
25,M,2,SRR5580312.596867,38018,12333
25,M,2,SRR5580312.2720573,555387,329380
25,M,2,SRR5580311.2129452,941058,196896
25,M,2,SRR5580153.1494064,1175662,196894
25,M,2,SRR5580153.1367562,1327760,196894
25,M,2,SRR5580153.2040211,38018,12333
25,M,2,SRR5580153.2320681,169683,680115
25,M,2,SRR5580152.1202890,38018,12333
25,M,2,SRR5580147.2130218,1432847,79205
25,M,2,SRR5580147.1549996,38018,12333
25,M,2,SRR5580153.1427387,1296656,1918724
25,M,2,SRR5580311.1913730,238854,329380
25,M,2,SRR5580311.653821,1131315,196895
25,M,2,SRR5580312.623150,169683,680115
25,M,2,SRR5580153.528848,38018,12333
25,M,2,SRR5580147.1432623,1141136,196896
25,M,2,SRR5580147.452124,38018,12333
25,M,2,SRR5580152.428018,754042,196894
25,M,2,SRR5580312.20632,38018,12333
25,M,2,SRR5580152.87487,335924,196896
25,M,2,SRR5580312.2593838,571950,12333
25,M,2,SRR5580147.2054741,1279082,196896
25,M,2,SRR5580311.354741,38018,12333
25,M,2,SRR5580312.1585318,571950,12333
25,M,2,SRR5580153.2123588,38018,12333
25,M,2,SRR5580152.654466,445700,196896
25,M,2,SRR5580312.2001196,38018,12333
25,M,2,SRR5580147.2060699,169683,680115
25,M,2,SRR5580147.2000340,1195085,196896
25,M,2,SRR5580153.772001,1392231,12333
25,M,2,SRR5580147.2718151,38018,12333
25,M,2,SRR5580147.1540935,1109711,196894
25,M,2,SRR5580312.1734604,754039,196896
25,M,2,SRR5580312.1282992,563769,335795
25,M,2,SRR5580153.1231737,1327772,196894
25,M,2,SRR5580153.2520375,1195085,196896
25,M,2,SRR5580312.303938,335924,196896
25,M,2,SRR5580312.120856,59241,196894
25,M,2,SRR5580311.2059875,1126951,1985182
25,M,2,SRR5580147.583466,38018,12333
25,M,2,SRR5580311.984063,38018,12333
25,M,2,SRR5580311.785081,38018,12333
25,M,2,SRR5580152.2055871,754042,196894
25,M,2,SRR5580153.1799501,910473,329161
25,M,2,SRR5580152.167694,12336,196896
25,M,2,SRR5580153.84568,1239386,196894
25,M,2,SRR5580312.1971585,1223260,196894
25,M,2,SRR5580147.2353295,38018,12333
25,M,2,SRR5580153.2037397,335924,196896
25,M,2,SRR5580147.2523393,1195085,196896
25,M,2,SRR5580147.444290,38018,12333
25,M,2,SRR5580311.1981035,1273738,196896
25,M,2,SRR5580311.1121427,1211643,1623296
25,M,2,SRR5580147.654535,1034132,2006134
25,M,2,SRR5580152.2239843,1137452,12333
25,M,2,SRR5580147.2406249,59241,196894
25,M,2,SRR5580312.636434,1296660,196896
25,M,2,SRR5580152.468828,571950,12333
25,M,2,SRR5580311.906859,38018,12333
25,M,2,SRR5580147.1639853,321023,329380
25,M,2,SRR5580312.2502209,1029988,196894
25,M,2,SRR5580153.961423,571950,12333
25,M,2,SRR5580147.1928077,1391188,1918722
25,M,2,SRR5580153.1580945,1327758,196894
25,M,2,SRR5580152.283969,760939,329380
25,M,2,SRR5580152.1322160,1392231,12333
25,M,2,SRR5580152.1057526,571950,12333
25,M,2,SRR5580153.282428,38018,12333
25,M,2,SRR5580147.2060391,1175657,1982098
25,M,2,SRR5580153.1165747,38018,12333
25,M,2,SRR5580311.1246813,754042,196894
25,M,2,SRR5580312.1450383,38018,12333
25,M,2,SRR5580152.2106266,38018,12333
25,M,2,SRR5580147.1845900,571950,12333
25,M,2,SRR5580312.778588,38018,12333
25,M,2,SRR5580152.1446299,335924,196896
25,M,2,SRR5580312.201197,38018,12333
25,M,2,SRR5580312.552616,335924,196896
25,M,2,SRR5580153.1563524,38018,12333
25,M,2,SRR5580312.1920286,1141136,196896
25,M,2,SRR5580152.726710,571950,12333
25,M,2,SRR5580153.2581667,861448,12333
25,M,2,SRR5580153.2102563,1229753,196896
25,M,2,SRR5580147.2162968,1035483,196894
25,M,2,SRR5580152.1863506,38018,12333
25,M,2,SRR5580147.907119,129009,196894
25,M,2,SRR5580147.610135,1392231,12333
25,M,2,SRR5580147.469013,445696,196896
25,M,2,SRR5580312.1965675,38018,12333
25,M,2,SRR5580311.109733,112596,12333
25,M,2,SRR5580312.2238899,1327760,196894
25,M,2,SRR5580312.846473,38018,12333
25,M,2,SRR5580147.1258749,314021,196894
25,M,2,SRR5580152.1896125,179237,102294
25,M,2,SRR5580153.497113,38018,12333
25,M,2,SRR5580152.1540287,861448,12333
25,M,2,SRR5580312.2092416,10713,335795
25,M,2,SRR5580153.730856,55884,196896
25,M,2,SRR5580312.185466,571950,12333
25,M,2,SRR5580311.382445,335924,196896
25,M,2,SRR5580311.526317,335924,196896
25,M,2,SRR5580311.152978,1069378,196894
25,M,2,SRR5580153.2530118,571950,12333
25,M,2,SRR5580311.703307,1147137,196894
25,M,2,SRR5580152.899025,1335230,196896
25,M,2,SRR5580147.2690499,1131315,196895
25,M,2,SRR5580152.1816719,1524882,196894
25,M,2,SRR5580147.932591,557989,12333
25,M,2,SRR5580147.1345502,1161927,196896
25,M,2,SRR5580152.1939958,38018,12333
25,M,2,SRR5580152.1688181,179237,102294
25,M,2,SRR5580153.1871059,1051631,196894
25,M,2,SRR5580312.2170565,446807,1198138
25,M,2,SRR5580311.1629331,1327937,196894
25,M,2,SRR5580311.1181136,38018,12333
25,M,2,SRR5580147.357076,1084719,686598
25,M,2,SRR5580311.1550418,571950,12333
25,M,2,SRR5580147.1132293,1084719,686598
25,M,2,SRR5580147.1217866,38018,12333
25,M,2,SRR5580312.1503565,38018,12333
25,M,2,SRR5580312.1053582,1508678,1914163
25,M,2,SRR5580152.2232761,1084719,686598
25,M,2,SRR5580152.396261,335924,196896
25,M,2,SRR5580147.2240833,38018,12333
25,M,2,SRR5580153.1724214,555387,329380
25,M,2,SRR5580147.1824523,396359,196894
25,M,2,SRR5580153.1716465,1289600,12333
25,M,2,SRR5580153.96221,38018,12333
25,M,2,SRR5580153.1864312,10704,196894
25,M,2,SRR5580312.677387,38018,12333
25,M,2,SRR5580153.2110322,38018,12333
25,M,2,SRR5580153.1597198,462590,1299429
25,M,2,SRR5580147.2042279,1084719,686598
25,M,2,SRR5580152.2194827,1147137,196894
25,M,2,SRR5580147.1664094,571950,12333
25,M,2,SRR5580311.1709332,335924,196896
25,M,2,SRR5580312.2543638,38018,12333
25,M,2,SRR5580311.430133,584892,1985176
25,M,2,SRR5580311.1185414,700512,196894
25,M,2,SRR5580312.993019,330399,196894
25,M,2,SRR5580147.1115604,1392231,12333
25,M,2,SRR5580312.1938472,38018,12333
25,M,2,SRR5580153.818072,1141136,196896
25,M,2,SRR5580152.737535,38018,12333
25,M,2,SRR5580152.1210212,38018,12333
25,M,2,SRR5580312.687690,1088864,1983750
25,M,2,SRR5580153.2034983,571950,12333
25,M,2,SRR5580153.2455663,1429793,1983738
25,M,2,SRR5580152.2340531,861448,12333
25,M,2,SRR5580311.1370667,536472,382359
25,M,2,SRR5580153.992345,335924,196896
25,M,2,SRR5580312.1743174,571950,12333
25,M,2,SRR5580152.480674,1289600,12333
25,M,2,SRR5580153.1693948,169683,680115
25,M,2,SRR5580153.1374748,335924,196896
25,M,2,SRR5580312.12118,1034132,2006134
25,M,4,SRR5580155.2104022,151539,196894
25,M,4,SRR5580149.1604168,120166,196894
25,M,4,SRR5580148.6161539,861448,12333
25,M,4,SRR5580155.75117,1289597,1758253
25,M,4,SRR5580149.993914,38018,12333
25,M,4,SRR5580155.2795297,120574,196894
25,M,4,SRR5580148.4765556,59506,1623298
25,M,4,SRR5580155.103634,571950,12333
25,M,4,SRR5580156.151671,10710,186765
25,M,4,SRR5580148.3255343,1392231,12333
25,M,4,SRR5580148.1769379,571950,12333
25,M,4,SRR5580155.2258109,1366055,196894
25,M,4,SRR5580155.1508720,1328030,196895
25,M,4,SRR5580148.4015386,1131315,196895
25,M,4,SRR5580155.1059014,644007,196894
25,M,4,SRR5580150.993410,10743,335795
25,M,4,SRR5580155.1768456,38018,12333
25,M,4,SRR5580150.1357747,557989,12333
25,M,4,SRR5580156.129545,491003,187218
25,M,4,SRR5580149.605578,1340712,2006134
25,M,4,SRR5580150.1706472,536472,382359
25,M,4,SRR5580156.1150342,10710,186765
25,M,4,SRR5580149.3100281,112023,1623304
25,M,4,SRR5580156.1483836,38018,12333
25,M,4,SRR5580150.3068831,38018,12333
25,M,4,SRR5580156.2818267,503388,196895
25,M,4,SRR5580149.854174,1524881,196895
25,M,4,SRR5580156.734383,396034,102294
25,M,4,SRR5580149.2865262,97081,374810
25,M,4,SRR5580149.1308375,1327759,196894
25,M,4,SRR5580155.1894286,10710,186765
25,M,4,SRR5580149.308877,12336,196896
25,M,4,SRR5580148.2521201,536474,79205
25,M,4,SRR5580148.6096946,10680,329161
25,M,4,SRR5580148.469658,1147149,335795
25,M,4,SRR5580150.2529428,1147145,335795
25,M,4,SRR5580149.2141695,38018,12333
25,M,4,SRR5580155.397099,1406783,1986015
25,M,4,SRR5580150.3094693,97081,374810
25,M,4,SRR5580156.3108093,335924,196896
25,M,4,SRR5580148.1858032,1147094,196896
25,M,4,SRR5580149.2970005,870473,12333
25,M,4,SRR5580156.314384,861448,12333
25,M,4,SRR5580155.2104963,1392231,12333
25,M,4,SRR5580156.691021,1175662,196894
25,M,4,SRR5580148.6659684,1211643,1623296
25,M,4,SRR5580155.1186842,1204534,196896
25,M,4,SRR5580156.2105022,1325953,196894
25,M,4,SRR5580156.1277003,38018,12333
25,M,4,SRR5580148.8004639,861448,12333
25,M,4,SRR5580155.2482718,1458717,196894
25,M,4,SRR5580148.7715547,38018,12333
25,M,4,SRR5580148.4303255,38018,12333
25,M,4,SRR5580150.700480,1147149,335795
25,M,4,SRR5580150.2743452,12336,196896
25,M,4,SRR5580155.2882831,115992,1914020
25,M,4,SRR5580155.816821,1175662,196894
25,M,4,SRR5580148.6512101,571950,12333
25,M,4,SRR5580155.2017476,38018,12333
25,M,4,SRR5580156.2606027,38018,12333
25,M,4,SRR5580156.3108480,1084719,686598
25,M,4,SRR5580156.312048,10678,186789
25,M,4,SRR5580150.1170374,120164,196894
25,M,4,SRR5580150.596297,1289600,12333
25,M,4,SRR5580149.1258625,157924,196894
25,M,4,SRR5580155.1616894,1289600,12333
25,M,4,SRR5580148.611164,10682,10678
25,M,4,SRR5580150.1022316,703038,12333
25,M,4,SRR5580150.517746,861448,12333
25,M,4,SRR5580148.2925655,861448,12333
25,M,4,SRR5580155.2726777,10710,186765
25,M,4,SRR5580156.3088741,1127516,196896
25,M,4,SRR5580150.2307730,432201,196894
25,M,4,SRR5580150.160424,291401,12333
25,M,4,SRR5580150.2906600,1211640,196894
25,M,4,SRR5580150.2683343,10678,186789
25,M,4,SRR5580156.1808806,335924,196896
25,M,4,SRR5580150.1545357,1147153,335795
25,M,4,SRR5580149.683038,1229753,196896
25,M,4,SRR5580149.2221316,38018,12333
25,M,4,SRR5580148.3814505,12336,196896
25,M,4,SRR5580148.6237743,38018,12333
25,M,4,SRR5580155.3615,1084719,686598
25,M,4,SRR5580156.671309,1147149,335795
25,M,4,SRR5580156.45306,571950,12333
25,M,4,SRR5580150.2330123,10710,186765
25,M,4,SRR5580155.1478107,10710,186765
25,M,4,SRR5580148.7099405,179237,102294
25,M,4,SRR5580155.178664,1432847,79205
25,M,4,SRR5580149.1076217,38018,12333
25,M,4,SRR5580150.1275285,139870,196894
25,M,4,SRR5580155.1080910,1289596,1758253
25,M,4,SRR5580148.5396846,38018,12333
25,M,4,SRR5580149.1107017,10738,335795
25,M,4,SRR5580156.2055879,10710,186765
25,M,4,SRR5580155.1948543,1524882,196894
25,M,4,SRR5580150.1630347,1289600,12333
25,M,4,SRR5580156.2108892,10678,186789
25,M,4,SRR5580156.2382197,571950,12333
25,M,4,SRR5580156.1043364,1204534,196896
25,M,4,SRR5580150.2753497,557989,12333
25,M,4,SRR5580156.2562969,38018,12333
25,M,4,SRR5580156.599596,861448,12333
25,M,4,SRR5580156.790668,129009,196894
25,M,4,SRR5580150.1847177,10713,335795
25,M,4,SRR5580148.1032105,1325953,196894
25,M,4,SRR5580149.1446168,10868,1977411
25,M,4,SRR5580148.4755956,948870,196896
25,M,4,SRR5580155.2683944,1147149,335795
25,M,4,SRR5580150.199092,1429768,1984778
25,M,4,SRR5580149.2405315,1147149,335795
25,M,4,SRR5580148.6861400,1407493,196896
25,M,4,SRR5580150.1580532,38018,12333
25,M,4,SRR5580149.202574,38018,12333
25,M,4,SRR5580156.1208417,97081,374810
25,M,4,SRR5580150.1435250,1124654,1231360
25,M,4,SRR5580155.679190,571950,12333
25,M,4,SRR5580156.1595796,291401,12333
25,M,4,SRR5580155.649058,1147149,335795
25,M,4,SRR5580156.87346,861448,12333
25,M,4,SRR5580148.1006865,490912,481851
25,M,4,SRR5580150.2346601,699370,196896
25,M,4,SRR5580148.2898884,1289600,12333
25,M,4,SRR5580148.4689644,861448,12333
25,M,4,SRR5580155.1662273,571950,12333
25,M,4,SRR5580156.346048,557989,12333
25,M,4,SRR5580149.1774246,929814,196896
25,M,4,SRR5580155.2290267,571950,12333
25,M,4,SRR5580156.257469,1204530,1987154
25,M,4,SRR5580150.1807001,663556,2006134
25,M,4,SRR5580156.539660,1126885,196894
25,M,4,SRR5580155.1923347,571950,12333
25,M,4,SRR5580150.1106434,1162305,1162303
25,M,4,SRR5580149.2281779,1124654,1231360
25,M,4,SRR5580155.7908,1340769,1980930
25,M,4,SRR5580156.927355,182851,196894
25,M,4,SRR5580156.1367905,38018,12333
25,M,4,SRR5580150.1898224,10680,329161
25,M,4,SRR5580150.747595,59241,196894
25,M,4,SRR5580155.557632,861448,12333
25,M,4,SRR5580155.1567468,120574,196894
25,M,4,SRR5580150.1628180,115987,1912143
25,M,4,SRR5580155.2133913,1289600,12333
25,M,4,SRR5580156.371490,1147094,196896
25,M,4,SRR5580148.7174296,10761,186794
25,M,4,SRR5580149.1846643,694060,196896
25,M,4,SRR5580156.246394,947379,442493
25,M,4,SRR5580149.2057746,1278479,196896
25,M,4,SRR5580150.2806191,1508678,1914163
25,M,4,SRR5580156.2532349,1084719,686598
25,M,4,SRR5580149.1495655,10680,329161
25,M,4,SRR5580155.2798068,38018,12333
25,M,4,SRR5580150.1536104,1147149,335795
25,M,4,SRR5580155.178372,571950,12333
25,M,4,SRR5580149.889729,12336,196896
25,M,4,SRR5580156.82439,1028788,12333
25,M,4,SRR5580148.505990,38018,12333
25,M,4,SRR5580155.1104863,38018,12333
25,M,4,SRR5580149.2077883,563769,335795
25,M,4,SRR5580148.4185439,663241,196894
25,M,4,SRR5580148.7175813,169683,680115
25,M,4,SRR5580148.8195548,238854,329380
25,M,4,SRR5580155.373953,311221,12333
25,M,4,SRR5580148.5429686,861448,12333
25,M,4,SRR5580149.612502,1084719,686598
25,M,4,SRR5580155.2208188,1392231,12333
25,M,4,SRR5580149.667397,291401,12333
25,M,4,SRR5580148.77715,12336,196896
25,M,4,SRR5580155.1375258,1029988,196894
25,M,4,SRR5580155.2501873,1278485,444861
25,M,4,SRR5580149.561408,557989,12333
25,M,4,SRR5580149.2343062,1029988,196894
25,M,4,SRR5580155.2331380,38018,12333
25,M,4,SRR5580149.593518,1278479,196896
25,M,4,SRR5580156.3005375,861448,12333
25,M,4,SRR5580149.1832657,10678,186789
25,M,4,SRR5580156.785794,1161927,196896
25,M,4,SRR5580150.2635394,38018,12333
25,M,4,SRR5580148.965509,1147143,335795
25,M,4,SRR5580149.1009928,1327951,196894
25,M,4,SRR5580155.1448972,57477,1918011
25,M,4,SRR5580149.512336,861448,12333
25,M,4,SRR5580148.6035275,1980924,1980923
25,M,4,SRR5580148.7800346,1518022,196894
25,M,4,SRR5580156.1244198,59241,196894
25,M,4,SRR5580150.2120458,38018,12333
25,M,4,SRR5580150.2956013,644524,1720323
25,M,4,SRR5580156.1283578,1029988,196894
25,M,4,SRR5580150.3105914,38018,12333
25,M,4,SRR5580148.5540549,1357825,329161
25,M,4,SRR5580149.1141126,40631,308911
25,M,4,SRR5580148.602952,10682,10678
25,M,4,SRR5580149.1229806,861448,12333
25,M,4,SRR5580149.889835,12336,196896
25,M,4,SRR5580149.2884461,1429768,1984778
25,M,4,SRR5580155.1734992,1327990,196895
25,M,4,SRR5580150.876337,641487,196894
25,M,4,SRR5580149.2380988,10717,335795
25,M,4,SRR5580155.152333,38018,12333
25,M,4,SRR5580149.1049386,1147151,335795
25,M,4,SRR5580148.6691099,1147722,12333
25,M,4,SRR5580155.43220,173707,196894
25,M,4,SRR5580155.1075847,1147144,335795
25,M,4,SRR5580156.1931628,557989,12333
25,M,4,SRR5580149.2165934,1407493,196896
25,M,4,SRR5580148.7656519,1124654,1231360
25,M,4,SRR5580149.2045511,571950,12333
25,M,4,SRR5580150.1085954,861448,12333
25,M,4,SRR5580149.1651908,1147149,335795
25,M,4,SRR5580148.1586258,10757,10756
25,M,4,SRR5580156.1907244,861448,12333
25,M,4,SRR5580149.2989628,230158,196896
25,M,4,SRR5580150.2158344,1147149,335795
25,M,4,SRR5580155.2993019,10678,186789
25,M,4,SRR5580149.2035559,10680,329161
25,M,4,SRR5580155.655368,910475,329161
25,M,4,SRR5580149.2304746,984175,196894
25,M,4,SRR5580149.1900129,12336,196896
25,M,4,SRR5580150.2773849,1392231,12333
25,M,4,SRR5580156.263934,38018,12333
25,M,4,SRR5580155.2432955,1340712,2006134
25,M,4,SRR5580155.2902473,1432847,79205
25,M,4,SRR5580156.1838176,571950,12333
25,M,4,SRR5580155.175921,1407493,196896
25,M,4,SRR5580150.80910,1177632,196894
25,M,4,SRR5580148.8249959,38018,12333
25,M,4,SRR5580148.6831961,571950,12333
25,M,4,SRR5580155.1839301,10682,10678
25,M,4,SRR5580156.660083,749413,79205
25,M,4,SRR5580148.4965796,462590,1299429
25,M,4,SRR5580156.263208,994601,196895
25,M,4,SRR5580150.18226,462590,1299429
25,M,4,SRR5580150.1656016,1340769,1980930
25,M,4,SRR5580149.767316,38018,12333
25,M,4,SRR5580150.1588958,77775,1985310
25,M,4,SRR5580149.1041608,38018,12333
25,M,4,SRR5580148.5194340,1084719,686598
25,M,4,SRR5580155.533668,190478,196894
25,M,4,SRR5580148.2219035,1084719,686598
25,M,4,SRR5580148.3856302,59241,196894
25,M,4,SRR5580156.2851933,1147144,335795
25,M,4,SRR5580148.6571023,12336,196896
25,M,4,SRR5580150.3006346,10678,186789
25,M,4,SRR5580148.3152585,38018,12333
25,M,4,SRR5580149.1159499,1327941,1982581
25,M,4,SRR5580150.184971,1289600,12333
25,M,4,SRR5580156.2030901,38018,12333
25,M,4,SRR5580155.1061166,10710,186765
25,M,4,SRR5580149.3100089,1289600,12333
25,M,4,SRR5580150.2178358,1161927,196896
25,M,4,SRR5580149.922241,38018,12333
25,M,4,SRR5580149.1140833,10710,186765
25,M,4,SRR5580148.540205,861448,12333
25,M,4,SRR5580156.2836222,1392231,12333
25,M,4,SRR5580149.624940,861448,12333
25,M,4,SRR5580149.451786,1204514,1914019
25,M,4,SRR5580148.2562649,1126951,1985182
25,M,4,SRR5580155.2867955,338110,1945586
25,M,4,SRR5580155.1409276,861448,12333
25,M,4,SRR5580149.1044186,948870,196896
25,M,4,SRR5580148.7310615,1147152,335795
25,M,4,SRR5580156.196598,462299,12333
25,M,4,SRR5580155.344273,977927,187218
25,M,4,SRR5580156.2766808,38018,12333
25,M,4,SRR5580150.1200873,38018,12333
25,M,4,SRR5580156.2502586,10678,186789
25,M,4,SRR5580156.222642,861448,12333
25,M,4,SRR5580155.1785791,571950,12333
25,M,4,SRR5580149.2910713,38018,12333
25,M,4,SRR5580156.1757788,929814,196896
25,M,4,SRR5580148.758637,1161927,196896
25,M,4,SRR5580155.1337147,59241,196894
25,M,4,SRR5580148.3630541,571950,12333
25,M,4,SRR5580149.112765,38018,12333
25,M,4,SRR5580156.2314570,38018,12333
25,M,4,SRR5580149.1746856,644524,1720323
25,M,4,SRR5580155.816159,227470,329380
25,M,4,SRR5580156.600636,557989,12333
25,M,4,SRR5580156.462413,1407493,196896
25,M,4,SRR5580150.2757354,462299,12333
25,M,4,SRR5580155.2418667,10678,186789
25,M,4,SRR5580150.981592,1289598,1758253
25,M,4,SRR5580155.222047,38018,12333
25,M,4,SRR5580156.415911,555387,329380
25,M,4,SRR5580149.2081209,1289600,12333
25,M,4,SRR5580156.543315,1486428,196894
25,M,4,SRR5580155.123653,1229761,196896
25,M,4,SRR5580155.449036,331278,196896
25,M,4,SRR5580149.965308,10678,186789
25,M,4,SRR5580156.2150441,38018,12333
25,M,4,SRR5580156.1728285,929814,196896
25,M,4,SRR5580150.1233688,10678,186789
25,M,4,SRR5580155.2279202,1147151,335795
25,M,4,SRR5580148.6502670,291401,12333
25,M,4,SRR5580148.2238584,1450142,1924730
25,M,4,SRR5580155.3108891,10678,186789
25,M,4,SRR5580155.2971588,644007,196894
25,M,4,SRR5580149.2134682,227470,329380
25,M,4,SRR5580148.201688,1273712,196894
25,M,4,SRR5580148.5040407,1147158,335795
25,M,4,SRR5580156.245148,1084719,686598
25,M,4,SRR5580149.2522033,176100,12333
25,M,4,SRR5580150.830731,38018,12333
25,M,4,SRR5580148.8359618,861448,12333
25,M,4,SRR5580156.1768822,1147143,335795
25,M,4,SRR5580148.5766026,374526,114416
25,M,4,SRR5580150.898471,571950,12333
25,M,4,SRR5580155.1359972,282785,196896
25,M,4,SRR5580149.1454824,1432847,79205
25,M,4,SRR5580149.2623416,1084719,686598
25,M,4,SRR5580155.507973,1124654,1231360
25,M,4,SRR5580149.1875294,38018,12333
25,M,4,SRR5580149.1945413,929814,196896
25,M,4,SRR5580149.495808,10738,335795
25,M,4,SRR5580148.2423320,10710,186765
25,M,4,SRR5580156.1274895,1147149,335795
25,M,4,SRR5580155.1777454,1296660,196896
25,M,4,SRR5580155.2900611,1084719,686598
25,M,4,SRR5580148.2973990,861448,12333
25,M,4,SRR5580156.1173328,10678,186789
25,M,4,SRR5580150.1061389,120574,196894
25,M,4,SRR5580155.896776,1407493,196896
25,M,4,SRR5580148.700625,1273738,196896
25,M,4,SRR5580155.2212500,1211643,1623296
25,M,4,SRR5580150.2600662,861448,12333
25,M,4,SRR5580150.2016909,1325953,196894
25,M,4,SRR5580156.2175206,10678,186789
25,M,4,SRR5580149.1426850,1357825,329161
25,M,4,SRR5580150.505269,38018,12333
25,M,4,SRR5580156.1271906,10682,10678
25,M,4,SRR5580149.301991,45764,196894
25,M,4,SRR5580149.1569914,294382,196894
25,M,4,SRR5580148.5290011,1289600,12333
25,M,4,SRR5580155.1050585,1048516,196895
25,M,4,SRR5580156.1404487,38018,12333
25,M,4,SRR5580156.2463103,1357825,329161
25,M,4,SRR5580155.762277,1131315,196895
25,M,4,SRR5580149.875265,12336,196896
25,M,4,SRR5580148.4127115,861448,12333
25,M,4,SRR5580148.2142404,701257,1623290
25,M,4,SRR5580155.378429,1357825,329161
25,M,4,SRR5580150.546664,563769,335795
25,M,4,SRR5580150.2746022,38018,12333
25,M,4,SRR5580150.1061996,38018,12333
25,M,4,SRR5580156.2205746,1229753,196896
25,M,4,SRR5580155.1204808,571950,12333
25,M,4,SRR5580148.4059376,1147094,196896
25,M,4,SRR5580148.2269408,929814,196896
25,M,4,SRR5580148.6866136,1289600,12333
25,M,4,SRR5580155.2907213,10710,186765
25,M,4,SRR5580149.2890020,1229753,196896
25,M,4,SRR5580148.4326643,1458860,196896
25,M,4,SRR5580156.2960833,1147154,335795
25,M,4,SRR5580155.2540794,861448,12333
25,M,4,SRR5580149.1769552,1392231,12333
25,M,4,SRR5580148.6916392,1327966,1921412
25,M,4,SRR5580149.2183640,1392231,12333
25,M,4,SRR5580156.661735,1235659,1206898
25,M,4,SRR5580156.3025413,10713,335795
25,M,4,SRR5580156.2737277,12336,196896
25,M,4,SRR5580150.2658041,462299,12333
25,M,4,SRR5580155.1570750,10712,10710
25,M,4,SRR5580150.1203619,1407493,196896
25,M,4,SRR5580148.4845598,691964,1982368
25,M,4,SRR5580148.3271877,861448,12333
25,M,4,SRR5580149.2344881,1335230,196896
25,M,4,SRR5580155.109362,10710,186765
25,M,4,SRR5580155.1239099,262071,1912144
25,M,4,SRR5580156.2866251,1508684,196895
25,M,4,SRR5580148.3944946,1084719,686598
25,M,4,SRR5580155.2960754,1084719,686598
25,M,4,SRR5580148.4922789,929814,196896
25,M,4,SRR5580148.6392242,1161927,196896
25,M,4,SRR5580150.2108351,10710,186765
25,M,4,SRR5580149.2191655,1147149,335795
25,M,4,SRR5580150.210987,12336,196896
25,M,4,SRR5580155.1051278,294382,196894
25,M,4,SRR5580150.2996529,555387,329380
25,M,4,SRR5580156.1532532,1229753,196896
25,M,4,SRR5580150.2016990,536474,79205
25,M,4,SRR5580156.1381517,10678,186789
25,M,4,SRR5580156.2812861,414970,335795
25,M,4,SRR5580148.4323833,1273738,196896
25,M,4,SRR5580150.183003,889338,1914892
25,M,4,SRR5580148.6172419,1289596,1758253
25,M,4,SRR5580156.1642461,335924,196896
25,M,4,SRR5580149.240714,571950,12333
25,M,4,SRR5580148.5819469,262071,1912144
25,M,4,SRR5580149.263990,1195075,1673873
25,M,4,SRR5580150.2239179,1340712,2006134
25,M,4,SRR5580150.1580349,571950,12333
25,M,4,SRR5580155.531648,861448,12333
25,M,4,SRR5580148.4297477,861448,12333
25,M,4,SRR5580148.7887025,889338,1914892
25,M,4,SRR5580150.489327,663241,196894
25,M,4,SRR5580149.1875773,1407493,196896
25,M,4,SRR5580156.2029653,948870,196896
25,M,4,SRR5580150.1620191,1235659,1206898
25,M,4,SRR5580156.815252,10710,186765
25,M,4,SRR5580148.7839779,1407493,196896
25,M,4,SRR5580155.1909214,1137745,196896
25,M,4,SRR5580150.2337919,38018,12333
25,M,4,SRR5580149.1335197,644007,196894
25,M,4,SRR5580148.776067,10713,335795
25,M,4,SRR5580148.451177,182851,196894
25,M,4,SRR5580150.411942,1278479,196896
25,M,4,SRR5580155.906499,335924,196896
